Date,TIBR,TIBR1M,TIBR3M,TIBR6M
2020-07-21,8.25,8.316,8.5851,8.9691
2020-07-22,8.25,8.3156,8.575,8.9644
2020-07-23,8.25,8.3072,8.5663,8.9599
2020-07-24,8.25,8.2988,8.5567,8.9553
2020-07-27,8.27,8.2823,8.5284,8.9416
2020-07-28,8.26,8.2837,8.5195,8.9372
2020-07-29,8.26,8.2847,8.5101,8.9322
2020-07-30,8.26,8.2847,8.5034,8.9277
2020-07-31,8.26,8.2847,8.4969,8.9232
2020-08-03,8.26,8.2856,8.4878,8.9097
2020-08-04,8.24,8.2837,8.4872,8.905
2020-08-05,8.25,8.2841,8.4841,8.9004
2020-08-06,8.0,8.2848,8.481,8.8959
2020-08-07,8.0,8.2757,8.475,8.8899
2020-08-10,8.0,8.2495,8.4553,8.8722
2020-08-11,8.0,8.2341,8.4522,8.8663
2020-08-12,8.0,8.228,8.4437,8.8603
2020-08-13,8.0,8.2224,8.4407,8.8545
2020-08-14,8.0,8.2153,8.435,8.8486
2020-08-17,8.0,8.1904,8.4139,8.8311
2020-08-18,8.0,8.1741,8.4113,8.8252
2020-08-19,8.0,8.17,8.4053,8.8193
2020-08-20,8.0,8.1663,8.3994,8.8136
2020-08-21,8.0,8.1581,8.3935,8.8078
2020-08-24,8.0,8.1336,8.3729,8.7904
2020-08-25,8.0,8.1134,8.3707,8.7846
2020-08-26,8.0,8.1113,8.3619,8.7786
2020-08-27,8.0,8.1094,8.3598,8.7726
2020-08-31,8.03,8.075,8.3335,8.7485
2020-09-01,8.02,8.0507,8.332,8.7465
2020-09-02,8.01,8.0514,8.3267,8.7444
2020-09-03,8.0,8.0518,8.3212,8.7347
2020-09-04,8.01,8.0434,8.3157,8.7326
2020-09-07,8.01,8.0283,8.2953,8.7076
2020-09-08,8.0,8.0272,8.294,8.7057
2020-09-09,8.01,8.0279,8.2884,8.7038
2020-09-10,8.01,8.0291,8.2839,8.698
2020-09-11,8.01,8.0294,8.2784,8.6923
2020-09-14,8.01,8.0302,8.2593,8.6664
2020-09-15,8.0,8.0292,8.2584,8.6647
2020-09-16,8.0,8.03,8.253,8.663
2020-09-17,8.0,8.0307,8.2475,8.6571
2020-09-18,8.0,8.0307,8.2419,8.6511
2020-09-21,8.0,8.0305,8.2205,8.6234
2020-09-22,8.0,8.0292,8.2199,8.6219
2020-09-23,8.02,8.03,8.2143,8.6204
2020-09-24,8.03,8.0313,8.209,8.6144
2020-09-25,8.02,8.0323,8.2038,8.6085
2020-09-28,8.02,8.0327,8.1915,8.5804
2020-09-29,8.01,8.0339,8.1914,8.5792
2020-09-30,8.05,8.0348,8.1886,8.578
2020-10-01,8.03,8.0355,8.1863,8.5668
2020-10-02,8.01,8.0358,8.1838,8.5605
2020-10-05,8.0,8.0345,8.1726,8.5377
2020-10-06,8.0,8.035,8.1725,8.5366
2020-10-07,8.0,8.0355,8.1694,8.5304
2020-10-08,8.0,8.0352,8.1665,8.5243
2020-10-09,8.0,8.0352,8.1635,8.5128
2020-10-12,8.0,8.0323,8.1511,8.495
2020-10-13,8.0,8.0329,8.1512,8.4941
2020-10-15,8.0,8.0331,8.1459,8.4823
2020-10-16,8.0,8.0331,8.1431,8.4763
2020-10-19,8.0,8.0319,8.1317,8.4446
2020-10-20,8.02,8.0325,8.132,8.444
2020-10-21,8.0,8.0338,8.1295,8.4435
2020-10-22,8.01,8.0338,8.1267,8.437
2020-10-23,8.03,8.0341,8.124,8.4312
2020-10-26,8.04,8.0322,8.1134,8.4072
2020-10-27,8.07,8.0342,8.1144,8.407
2020-10-28,8.08,8.0371,8.1122,8.4013
2020-10-29,8.06,8.0391,8.1102,8.3956
2020-10-30,8.07,8.0408,8.108,8.391
2020-11-02,8.07,8.0452,8.0981,8.3786
2020-11-03,8.07,8.0464,8.0995,8.3788
2020-11-04,8.07,8.0489,8.0974,8.379
2020-11-05,8.07,8.0513,8.0955,8.3764
2020-11-06,8.0,8.0535,8.0936,8.3738
2020-11-09,8.05,8.0534,8.0928,8.3594
2020-11-10,8.04,8.0554,8.0941,8.3595
2020-11-11,8.03,8.0566,8.0946,8.3596
2020-11-12,8.04,8.0574,8.0949,8.354
2020-11-13,8.0,8.0587,8.0953,8.3541
2020-11-16,8.02,8.0586,8.0946,8.3392
2020-11-17,8.03,8.0599,8.0955,8.3392
2020-11-18,8.02,8.0607,8.0959,8.3394
2020-11-19,8.02,8.0611,8.0961,8.3364
2020-11-20,8.02,8.0617,8.0963,8.3336
2020-11-24,8.02,8.0608,8.0972,8.3192
2020-11-25,8.02,8.0612,8.0974,8.3194
2020-11-26,8.03,8.0615,8.0976,8.3139
2020-11-27,8.01,8.0612,8.0979,8.3142
2020-11-30,8.05,8.0552,8.0976,8.2997
2020-12-01,8.04,8.0501,8.0978,8.3001
2020-12-02,8.03,8.0514,8.0981,8.2975
2020-12-03,8.02,8.0501,8.0983,8.2948
2020-12-04,8.04,8.0484,8.0985,8.2921
2020-12-07,8.0,8.0476,8.0995,8.2812
2020-12-08,8.0,8.0476,8.0994,8.2814
2020-12-09,8.01,8.0477,8.0994,8.2786
2020-12-10,8.0,8.0464,8.0994,8.2762
2020-12-11,8.0,8.0451,8.0993,8.2734
2020-12-14,8.0,8.0422,8.099,8.2625
2020-12-15,8.0,8.0424,8.0989,8.2629
2020-12-16,8.0,8.0427,8.0989,8.2601
2020-12-17,8.0,8.042,8.0989,8.2573
2020-12-18,8.0,8.041,8.0989,8.2545
2020-12-21,8.0,8.0358,8.0989,8.2427
2020-12-22,8.0,8.0363,8.0989,8.2431
2020-12-23,8.0,8.0367,8.0989,8.2403
2020-12-24,8.0,8.0372,8.0986,8.2374
2020-12-25,8.0,8.0365,8.0983,8.2346
2020-12-28,8.0,8.0327,8.0976,8.2272
2020-12-29,8.0,8.0332,8.0974,8.2278
2020-12-30,8.0,8.0338,8.0973,8.2263
2020-12-31,8.0,8.0321,8.0967,8.2248
2021-01-04,8.0,8.0296,8.096,8.2168
2021-01-05,8.0,8.024,8.0967,8.2174
2021-01-06,8.0,8.0249,8.0967,8.218
2021-01-08,8.0,8.0258,8.0967,8.2149
2021-01-11,8.0,8.0253,8.096,8.2058
2021-01-12,8.0,8.0236,8.0967,8.2065
2021-01-13,8.0,8.0245,8.0967,8.2071
2021-01-14,8.0,8.0254,8.096,8.2059
2021-01-15,8.01,8.0254,8.0967,8.2044
2021-01-18,8.0,8.0262,8.0963,8.1961
2021-01-20,8.0,8.0255,8.097,8.1975
2021-01-21,8.0,8.0264,8.0968,8.1961
2021-01-22,8.0,8.0264,8.0968,8.1947
2021-01-25,8.0,8.0262,8.095,8.1861
2021-01-26,8.0,8.0246,8.0957,8.1868
2021-01-27,8.0,8.0255,8.0952,8.1876
2021-01-28,8.0,8.0264,8.0945,8.1861
2021-01-29,8.0,8.0264,8.0936,8.1846
2021-02-01,8.0,8.0239,8.0898,8.1756
2021-02-02,8.0,8.0248,8.0906,8.1764
2021-02-03,8.0,8.0257,8.0898,8.1773
2021-02-04,8.0,8.0265,8.089,8.1758
2021-02-05,8.0,8.0265,8.0883,8.1744
2021-02-08,8.0,8.0264,8.0867,8.1713
2021-02-09,8.0,8.0248,8.0875,8.1722
2021-02-10,8.0,8.0257,8.0869,8.173
2021-02-11,8.0,8.0266,8.0865,8.173
2021-02-12,8.0,8.0266,8.0862,8.173
2021-02-15,8.0,8.0264,8.0849,8.1713
2021-02-16,8.0,8.0238,8.0857,8.1722
2021-02-17,8.0,8.0247,8.0855,8.173
2021-02-18,8.0,8.0256,8.0852,8.173
2021-02-19,8.0,8.0248,8.0849,8.173
2021-02-22,8.0,8.0255,8.0822,8.1713
2021-02-23,8.0,8.0239,8.083,8.1722
2021-02-24,8.0,8.0248,8.0839,8.173
2021-02-25,8.0,8.0257,8.0837,8.173
2021-02-26,8.0,8.0257,8.0834,8.173
2021-03-01,8.0,8.023,8.0805,8.1703
2021-03-02,8.0,8.023,8.08,8.1702
2021-03-04,8.0,8.0229,8.0794,8.1702
2021-03-05,8.0,8.0229,8.0764,8.1683
2021-03-09,8.0,8.0227,8.078,8.1699
2021-03-10,8.0,8.0227,8.0779,8.1698
2021-03-11,8.0,8.0227,8.0779,8.1698
2021-03-12,8.0,8.0227,8.0762,8.1679
2021-03-15,8.0,8.0227,8.0779,8.1695
2021-03-16,8.0,8.0227,8.0779,8.1695
2021-03-17,8.0,8.0227,8.0779,8.1695
2021-03-18,8.5,8.0227,8.0779,8.1695
2021-03-19,8.5,8.0407,8.082,8.1708
2021-03-22,8.5,8.0945,8.1006,8.181
2021-03-23,8.5,8.1125,8.1062,8.1839
2021-03-24,8.5,8.1305,8.1119,8.1867
2021-03-25,8.5,8.1484,8.1176,8.1894
2021-03-26,8.5,8.1664,8.1225,8.1905
2021-03-29,8.5,8.2203,8.1402,8.2004
2021-03-30,8.5,8.2318,8.1459,8.2032
2021-03-31,8.5,8.2426,8.1516,8.2058
2021-04-01,8.51,8.2527,8.1573,8.2093
2021-04-02,8.5,8.2693,8.1632,8.2121
2021-04-05,8.53,8.3179,8.18,8.2205
2021-04-06,8.56,8.3657,8.1861,8.2235
2021-04-07,8.57,8.3743,8.1928,8.2267
2021-04-08,8.56,8.3827,8.1989,8.23
2021-04-12,8.56,8.4445,8.2242,8.2427
2021-04-13,8.52,8.491,8.2305,8.2459
2021-04-14,8.51,8.4939,8.2364,8.2485
2021-04-15,8.53,8.4963,8.2422,8.2518
2021-04-16,8.5,8.5135,8.2499,8.2549
2021-04-19,8.5,8.5458,8.2661,8.2634
2021-04-20,8.5,8.5451,8.2706,8.2663
2021-04-21,8.5,8.5455,8.2762,8.2691
2021-04-22,8.5,8.546,8.2819,8.2719
2021-04-23,8.5,8.546,8.2905,8.2747
2021-04-26,8.5,8.5458,8.3046,8.2828
2021-04-27,8.5,8.5451,8.3102,8.2854
2021-04-28,8.5,8.5455,8.3159,8.2879
2021-04-29,9.5,8.546,8.3216,8.2903
2021-05-04,9.5,8.7177,8.4091,8.3307
2021-05-05,9.5,8.746,8.4263,8.3389
2021-05-06,9.5,8.7785,8.45,8.3472
2021-05-07,9.5,8.8101,8.4641,8.3561
2021-05-10,9.5,8.9249,8.5123,8.3814
2021-05-11,9.5,8.947,8.5295,8.3898
2021-05-13,9.5,8.9991,8.5731,8.4066
2021-05-14,9.51,9.032,8.5858,8.4162
2021-05-17,9.52,9.1732,8.633,8.4412
2021-05-18,9.5,9.1875,8.6504,8.4498
2021-05-19,9.51,9.2002,8.6676,8.4583
2021-05-20,9.51,9.2341,8.6969,8.4669
2021-05-21,9.51,9.268,8.7084,8.4776
2021-05-24,9.51,9.4274,8.7542,8.5012
2021-05-25,9.5,9.4326,8.7715,8.5106
2021-05-27,9.5,9.4707,8.8206,8.5267
2021-05-28,9.5,9.5043,8.8306,8.5375
2021-05-31,9.5,9.535,8.8593,8.5608
2021-06-01,9.5,9.5362,8.8686,8.5682
2021-06-02,9.5,9.5373,8.8852,8.5766
2021-06-03,9.5,9.5385,8.9099,8.585
2021-06-04,9.5,9.5396,8.9186,8.5934
2021-06-07,9.5,9.5394,8.9862,8.6185
2021-06-08,9.51,9.5373,8.9942,8.6271
2021-06-09,9.53,9.5388,9.0021,8.6358
2021-06-10,9.54,9.5409,9.0191,8.6445
2021-06-11,9.5,9.5422,9.0362,8.6533
2021-06-14,9.5,9.5421,9.0961,8.6791
2021-06-15,9.5,9.5391,9.1029,8.6877
2021-06-16,9.5,9.5402,9.1196,8.6963
2021-06-17,9.5,9.5413,9.1362,8.7049
2021-06-18,9.5,9.5407,9.1529,8.7135
2021-06-21,9.5,9.5398,9.1916,8.7393
2021-06-22,9.52,9.5367,9.1974,8.7479
2021-06-23,9.51,9.5386,9.2087,8.7566
2021-06-24,9.5,9.54,9.2199,8.7652
2021-06-25,9.5,9.5397,9.2311,8.7738
2021-06-28,9.5,9.5396,9.2706,8.7996
2021-06-29,9.5,9.5375,9.2755,8.8082
2021-06-30,9.5,9.5386,9.2866,8.8168
2021-07-01,9.5,9.5386,9.3044,8.8362
2021-07-02,9.5,9.5386,9.3155,8.8422
2021-07-05,9.5,9.5363,9.3492,8.8627
2021-07-06,9.5,9.5375,9.3601,8.8713
2021-07-07,9.5,9.5386,9.3707,8.8829
2021-07-08,9.5,9.5386,9.3811,8.8886
2021-07-09,9.5,9.5383,9.4135,8.9034
2021-07-12,9.5,9.5335,9.4235,8.9232
2021-07-13,9.5,9.5347,9.434,8.9319
2021-07-14,9.5,9.536,9.445,8.9405
2021-07-15,9.5,9.536,9.4562,8.9492
2021-07-16,9.5,9.536,9.4671,8.9644
2021-07-19,9.54,9.5335,9.5008,8.9871
2021-07-20,9.53,9.5361,9.5125,8.9925
2021-07-21,9.5,9.5383,9.5241,9.0013
2021-07-22,9.5,9.5383,9.5353,9.01
2021-07-23,9.51,9.5376,9.5466,9.0261
2021-07-26,9.51,9.536,9.5806,9.0448
2021-07-27,9.51,9.5375,9.592,9.0535
2021-07-28,9.51,9.539,9.6034,9.0622
2021-07-29,9.51,9.5393,9.6147,9.0709
2021-07-30,9.52,9.5396,9.6102,9.0877
2021-08-02,9.51,9.5425,9.6145,9.1059
2021-08-03,9.53,9.541,9.6158,9.1147
2021-08-04,9.5,9.543,9.6174,9.1235
2021-08-05,10.0,9.544,9.6174,9.1321
2021-08-06,10.0,9.5603,9.6229,9.1525
2021-08-09,10.0,9.6088,9.6387,9.1783
2021-08-10,10.0,9.6288,9.6452,9.1899
2021-08-11,10.0,9.6437,9.6508,9.2014
2021-08-12,10.0,9.6578,9.6556,9.213
2021-08-13,10.0,9.674,9.6619,9.2342
2021-08-16,10.0,9.7225,9.6777,9.2592
2021-08-17,10.0,9.7504,9.6838,9.2707
2021-08-18,10.0,9.7613,9.6892,9.2823
2021-08-19,10.0,9.7716,9.6947,9.2938
2021-08-20,10.0,9.7865,9.7002,9.3159
2021-08-23,10.0,9.8341,9.7163,9.34
2021-08-24,10.0,9.8685,9.722,9.3516
2021-08-25,10.0,9.8755,9.7275,9.3632
2021-08-26,10.0,9.8821,9.7331,9.3747
2021-08-27,10.0,9.898,9.7386,9.3977
2021-08-30,10.0,9.9456,9.7556,9.4152
2021-08-31,10.0,9.9866,9.7609,9.421
2021-09-01,10.0,9.9897,9.7665,9.4267
2021-09-02,10.0,9.9927,9.772,9.4381
2021-09-03,10.0,10.0086,9.7776,9.4553
2021-09-06,10.0,10.0399,9.795,9.5019
2021-09-07,10.0,10.0373,9.7999,9.5073
2021-09-08,10.0,10.0387,9.8054,9.5125
2021-09-09,10.0,10.0401,9.8109,9.5178
2021-09-10,10.0,10.0401,9.8161,9.5292
2021-09-13,10.01,10.0399,9.8335,9.5763
2021-09-14,10.0,10.0377,9.838,9.5813
2021-09-15,10.0,10.0391,9.8436,9.5862
2021-09-16,10.0,10.0405,9.8492,9.5976
2021-09-17,10.0,10.0405,9.8547,9.609
2021-09-20,10.0,10.0402,9.873,9.6454
2021-09-21,10.0,10.0377,9.877,9.65
2021-09-22,10.0,10.0391,9.8826,9.6545
2021-09-23,10.0,10.0405,9.8879,9.6631
2021-09-24,10.0,10.0405,9.8934,9.6716
2021-09-27,10.0,10.0402,9.912,9.7059
2021-09-28,10.0,10.0377,9.9156,9.7101
2021-09-29,10.01,10.0391,9.9212,9.7143
2021-09-30,10.0,10.0408,9.9269,9.7229
2021-10-01,10.0,10.0394,9.9325,9.736
2021-10-04,10.0,10.0366,9.9515,9.7663
2021-10-05,10.0,10.038,9.9547,9.7703
2021-10-06,10.0,10.0394,9.9603,9.7787
2021-10-07,10.0,10.0394,9.9659,9.7869
2021-10-08,10.0,10.0394,9.9714,9.7951
2021-10-11,10.0,10.0366,9.9909,9.8245
2021-10-12,10.0,10.038,9.9937,9.8282
2021-10-13,10.0,10.0394,9.9993,9.8364
2021-10-15,10.0,10.039,10.0104,9.8534
2021-10-18,10.0,10.0362,10.0303,9.8843
2021-10-19,10.0,10.0376,10.0327,9.8877
2021-10-20,10.0,10.039,10.0378,9.8963
2021-10-21,10.0,10.039,10.043,9.9049
2021-10-22,10.0,10.039,10.0486,9.9135
2021-10-25,10.0,10.0362,10.0686,9.9449
2021-10-26,9.79,10.0376,10.0705,9.9479
2021-10-27,9.83,10.0319,10.0737,9.9553
2021-10-28,10.0,10.0262,10.0772,9.9629
2021-10-29,10.0,10.0262,10.0827,9.9715
2021-11-01,10.0,10.0274,10.1026,9.9803
2021-11-02,10.0,10.024,10.1042,9.9831
2021-11-03,10.0,10.0259,10.1096,9.9859
2021-11-04,10.0,10.0277,10.1149,9.9887
2021-11-05,10.0,10.0277,10.1205,9.9916
2021-11-08,9.94,10.0274,10.119,10.0004
2021-11-09,10.0,10.0219,10.1198,10.0028
2021-11-10,10.0,10.0238,10.1198,10.0055
2021-11-11,10.0,10.0257,10.1198,10.0084
2021-11-12,10.0,10.0257,10.1198,10.0114
2021-11-15,10.0,10.0256,10.1183,10.0201
2021-11-16,10.0,10.022,10.1198,10.0227
2021-11-17,10.0,10.0239,10.1198,10.0253
2021-11-18,10.0,10.0258,10.1198,10.0281
2021-11-19,10.0,10.0258,10.1198,10.0309
2021-11-22,10.0,10.0256,10.1183,10.0399
2021-11-24,9.89,10.0238,10.1198,10.0449
2021-11-25,10.0,10.0222,10.1185,10.047
2021-11-26,10.0,10.0222,10.1185,10.0503
2021-11-29,10.0,10.0343,10.1171,10.0594
2021-11-30,10.0,10.0313,10.1185,10.0618
2021-12-01,10.0,10.0329,10.1171,10.0646
2021-12-02,9.91,10.0329,10.1171,10.0675
2021-12-03,9.76,10.0299,10.116,10.0699
2021-12-06,9.89,10.0005,10.1079,10.0749
2021-12-07,9.85,9.9994,10.1067,10.0766
2021-12-08,9.83,9.997,10.105,10.0786
2021-12-09,10.49,9.9933,10.1031,10.0804
2021-12-10,10.5,10.0097,10.1086,10.0859
2021-12-13,10.5,10.0588,10.1255,10.1036
2021-12-14,10.5,10.0768,10.131,10.1087
2021-12-15,10.5,10.0937,10.1367,10.1144
2021-12-16,10.5,10.1105,10.1423,10.1201
2021-12-17,10.5,10.1273,10.1479,10.1259
2021-12-20,10.5,10.1847,10.1648,10.144
2021-12-21,10.5,10.1984,10.1704,10.1488
2021-12-22,10.5,10.2113,10.1761,10.1546
2021-12-23,10.5,10.2333,10.1817,10.1602
2021-12-24,10.5,10.245,10.1873,10.1659
2021-12-27,10.5,10.3147,10.2042,10.1842
2021-12-28,10.5,10.3239,10.2099,10.1888
2021-12-29,10.5,10.3327,10.2155,10.1946
2021-12-30,10.5,10.3495,10.221,10.2003
2021-12-31,10.5,10.3663,10.2266,10.2061
2022-01-03,10.5,10.4087,10.2435,10.2246
2022-01-04,10.5,10.4737,10.2492,10.229
2022-01-05,10.5,10.4775,10.2548,10.2334
2022-01-06,10.5,10.4811,10.2604,10.2391
2022-01-10,10.5,10.5437,10.2829,10.2649
2022-01-11,10.5,10.5408,10.2881,10.2692
2022-01-12,10.5,10.5424,10.2937,10.2734
2022-01-13,10.5,10.544,10.2993,10.2791
2022-01-14,10.5,10.544,10.3054,10.2848
2022-01-17,10.5,10.5437,10.3223,10.3054
2022-01-18,10.5,10.5408,10.3272,10.3094
2022-01-20,10.5,10.5439,10.3383,10.3188
2022-01-21,10.5,10.5439,10.3439,10.3244
2022-01-24,10.5,10.5436,10.3617,10.3452
2022-01-25,10.5,10.5407,10.3662,10.349
2022-01-26,10.5,10.5423,10.3717,10.3528
2022-01-27,10.5,10.5439,10.3797,10.3584
2022-01-28,10.5,10.5439,10.3871,10.3641
2022-01-31,10.5,10.5436,10.4054,10.385
2022-02-01,10.5,10.5407,10.4094,10.3886
2022-02-02,10.5,10.5423,10.415,10.3922
2022-02-03,10.5,10.5439,10.4206,10.3979
2022-02-04,10.5,10.5439,10.4261,10.4034
2022-02-07,10.5,10.5395,10.4449,10.4137
2022-02-08,10.5,10.541,10.4484,10.4171
2022-02-09,10.5,10.5426,10.4547,10.4206
2022-02-10,10.5,10.5442,10.4603,10.4234
2022-02-11,10.5,10.5442,10.4658,10.4263
2022-02-14,10.5,10.5439,10.485,10.4339
2022-02-15,10.5,10.541,10.4881,10.4373
2022-02-16,10.5,10.5426,10.4937,10.4406
2022-02-17,10.5,10.5442,10.4993,10.4434
2022-02-18,10.5,10.5442,10.5049,10.4463
2022-02-21,10.5,10.544,10.5244,10.4541
2022-02-22,10.5,10.5411,10.5272,10.4574
2022-02-23,10.5,10.5427,10.5357,10.4606
2022-02-24,10.5,10.5443,10.5384,10.4635
2022-02-25,10.5,10.5443,10.5452,10.4663
2022-02-28,10.5,10.544,10.5652,10.4744
2022-03-01,10.51,10.5396,10.5742,10.477
2022-03-02,10.52,10.5399,10.5801,10.48
2022-03-04,10.52,10.5413,10.609,10.4857
2022-03-07,10.51,10.5434,10.6201,10.4951
2022-03-09,10.5,10.544,10.6354,10.501
2022-03-10,10.5,10.544,10.6355,10.5039
2022-03-11,10.52,10.544,10.6325,10.5067
2022-03-14,10.5,10.5462,10.6362,10.5158
2022-03-15,10.5,10.5462,10.6362,10.5187
2022-03-16,10.5,10.5462,10.6362,10.5216
2022-03-17,10.5,10.5462,10.6362,10.5245
2022-03-18,10.5,10.5462,10.6332,10.5276
2022-03-21,10.5,10.5462,10.6362,10.5361
2022-03-22,10.5,10.5462,10.6362,10.539
2022-03-23,10.5,10.5462,10.6362,10.5419
2022-03-24,10.5,10.5462,10.6362,10.5448
2022-03-25,10.5,10.5462,10.6332,10.5481
2022-03-28,10.5,10.5462,10.6362,10.5565
2022-03-29,10.5,10.5462,10.6362,10.5594
2022-03-30,10.5,10.5475,10.6362,10.5622
2022-03-31,10.83,10.5489,10.6362,10.5651
2022-04-01,11.0,10.561,10.6371,10.5697
2022-04-04,11.0,10.6079,10.657,10.587
2022-04-05,11.0,10.6248,10.6627,10.5928
2022-04-06,11.0,10.6404,10.6684,10.5986
2022-04-07,11.0,10.6551,10.671,10.6044
2022-04-08,10.8,10.6734,10.6779,10.6102
2022-04-11,10.93,10.6998,10.6902,10.624
2022-04-12,10.91,10.7205,10.6951,10.6294
2022-04-13,10.77,10.7299,10.6998,10.6347
2022-04-14,10.87,10.7342,10.7028,10.6398
2022-04-15,11.0,10.7463,10.7057,10.6442
2022-04-18,11.0,10.7948,10.7241,10.6615
2022-04-19,11.05,10.8265,10.7294,10.6673
2022-04-20,11.06,10.8371,10.7362,10.6734
2022-04-21,11.0,10.8475,10.7425,10.6795
2022-04-26,11.0,10.9512,10.7708,10.7083
2022-04-27,11.03,10.956,10.7765,10.7153
2022-04-28,11.0,10.9616,10.7825,10.7222
2022-04-29,11.02,10.9779,10.7886,10.728
2022-05-02,11.0,11.0095,10.8063,10.7469
2022-05-03,11.0,11.0124,10.8121,10.7527
2022-05-04,11.0,11.0152,10.8179,10.7585
2022-05-05,11.0,11.0152,10.8249,10.7644
2022-05-06,10.92,11.0152,10.8301,10.7729
2022-05-10,10.77,11.0218,10.8486,10.7919
2022-05-11,10.82,11.0165,10.8517,10.7964
2022-05-13,11.0,11.0097,10.8601,10.809
2022-05-16,11.0,11.0166,10.8764,10.8233
2022-05-17,11.0,11.0192,10.8821,10.8291
2022-05-18,11.0,11.0218,10.8879,10.835
2022-05-19,11.0,11.0218,10.8965,10.8408
2022-05-20,11.0,11.0201,10.9009,10.8502
2022-05-23,11.0,11.0106,10.9167,10.8659
2022-05-24,11.0,11.0135,10.9225,10.8699
2022-05-25,11.0,11.0162,10.9283,10.8764
2022-05-27,11.0,11.0187,10.9417,10.892
2022-05-30,11.0,11.0101,10.9551,10.9054
2022-05-31,11.0,11.0129,10.9588,10.9113
2022-06-01,11.0,11.0157,10.9625,10.915
2022-06-02,11.0,11.0184,10.968,10.9208
2022-06-03,11.0,11.0184,10.9752,10.9271
2022-06-06,11.0,11.0181,10.9915,10.9487
2022-06-07,11.0,11.022,10.9948,10.9551
2022-06-08,11.0,11.0244,11.0026,10.9618
2022-06-09,11.0,11.0268,11.0058,10.9685
2022-06-10,11.0,11.0292,11.0114,10.9715
2022-06-13,11.0,11.0481,11.0301,10.9802
2022-06-14,11.0,11.045,11.0331,10.9831
2022-06-15,11.0,11.0468,11.0386,10.986
2022-06-16,11.0,11.0485,11.0442,10.9889
2022-06-17,11.0,11.0485,11.0498,10.9918
2022-06-20,11.0,11.0481,11.0696,11.0004
2022-06-21,11.0,11.045,11.0721,11.0033
2022-06-22,11.0,11.0468,11.0777,11.0062
2022-06-23,11.0,11.0485,11.0833,11.0091
2022-06-24,11.0,11.0485,11.0889,11.012
2022-06-27,11.0,11.0483,11.1091,11.0207
2022-06-28,11.0,11.0452,11.1112,11.0236
