date,actual,predicted,split_date,is_hit
2025-11-07,0.0008121407116103169,-0.0017831356021149425,2025-01-01,0
2025-11-10,0.03393292295935878,-9.233017866840782e-05,2025-01-01,0
2025-11-11,-0.0036883007185628757,0.002333990582892249,2025-01-01,0
2025-11-12,-0.009740451676641157,-0.0004826313986236981,2025-01-01,1
2025-11-13,0.0024376684007900522,-0.0008269359299416207,2025-01-01,0
2025-11-14,-0.0160464382721116,-0.0013729881747598176,2025-01-01,1
2025-11-17,-0.012495678726822699,-0.001744951528774494,2025-01-01,1
2025-11-18,-0.01726730306411868,-0.003124888344362725,2025-01-01,1
2025-11-19,0.008375318640223594,-0.0003853393658979754,2025-01-01,0
2025-11-20,0.034913193531819445,-0.0014739231611296424,2025-01-01,0
2025-11-21,0.020681821894679937,-0.002366536290856763,2025-01-01,0
2025-11-24,0.03670564323373735,-0.0003163953894821908,2025-01-01,0
2025-11-25,-0.0002540299294733909,0.0005182182858213125,2025-01-01,0
2025-11-26,0.02128424647295307,0.001994113089615972,2025-01-01,1
2025-11-27,0.01669605056464393,0.0012623131261430822,2025-01-01,1
2025-11-28,0.013701355174173953,-0.0007560160853934681,2025-01-01,0
2025-12-01,0.00040717388907560446,-0.0015869941953755061,2025-01-01,0
2025-12-02,0.022247833567896662,-0.0019043795753838437,2025-01-01,0
2025-12-03,-0.01603375964206807,-0.00013036068164968097,2025-01-01,1
2025-12-04,0.015910451026615476,0.00014015524408818704,2025-01-01,1
2025-12-05,-0.010978597410680722,-0.0012989778956219145,2025-01-01,1
2025-12-08,0.024099519367892185,-0.0008347351803017278,2025-01-01,0
2025-12-09,-0.0010077145393949064,-0.0009473177966108653,2025-01-01,1
2025-12-10,-0.011363457859644134,-0.000445452243183139,2025-01-01,1
2025-12-11,0.0034932713344332698,0.0002822257290158507,2025-01-01,1
2025-12-12,-0.005015282017068859,-0.0004905442974299186,2025-01-01,1
2025-12-15,0.0221778828759597,-0.0022935327580712564,2025-01-01,0
2025-12-16,-0.011436813632455179,-0.00047688734728199803,2025-01-01,1
2025-12-17,0.0007439186037513304,-0.0008367946989687126,2025-01-01,0
2025-12-18,0.0055068278231182165,-0.0006329980426505667,2025-01-01,0
2025-12-19,-0.006677061141260294,-0.00032089355623947954,2025-01-01,1
2025-12-22,0.005943060803605101,0.0009012283893715601,2025-01-01,1
2025-12-23,-0.008919553614515642,0.0007750422689514206,2025-01-01,0
2025-12-24,-0.005606986292239519,0.00014994532303683802,2025-01-01,0
2025-12-26,-0.000844875502271161,-0.0003897799904745417,2025-01-01,1
2025-12-29,0.012278886673871985,-0.0003578256207584687,2025-01-01,0
2025-12-30,0.011802518187288849,-0.0005777153058654294,2025-01-01,0
2025-12-31,-0.00503695851879777,0.0005922785981010841,2025-01-01,0
2026-01-02,-0.014519543546277974,-0.0015993837054659728,2025-01-01,1
2026-01-05,-0.018920053198770968,0.00038992571566280165,2025-01-01,0
2026-01-06,0.008657532348872274,0.0021880242709256376,2025-01-01,1
2026-01-07,-0.005165393351202485,-0.00021908993248756555,2025-01-01,1
2026-01-08,0.007544295652762563,-0.0025413423404062395,2025-01-01,0
2026-01-09,-0.0009503978295139246,-0.00034032958293712804,2025-01-01,1
2026-01-12,0.010912456268257787,-0.00018173259290073837,2025-01-01,0
2026-01-13,-0.0013186439186112994,0.0011331852886495176,2025-01-01,0
2026-01-14,0.021697384065371045,0.0009862758978794925,2025-01-01,1
2026-01-15,-0.002872690871318927,0.0009254429639790194,2025-01-01,0
2026-01-16,0.024794918882450407,-0.0012090499556426846,2025-01-01,0
2026-01-19,-0.014847009719580834,-0.0022116600911365756,2025-01-01,1
2026-01-20,-0.021659931961595328,-0.0019484519868456594,2025-01-01,1
2026-01-21,-0.006764942743825138,-0.0020935038344309554,2025-01-01,1
2026-01-22,0.03423202545236643,0.001943903898036572,2025-01-01,1
2026-01-23,0.002411609233955845,-0.0006569398710665562,2025-01-01,0
2026-01-26,0.01659375885443781,5.3273690564208304e-05,2025-01-01,1
2026-01-27,0.033597653626608694,-0.00038130730573074286,2025-01-01,0
2026-01-28,-0.010554768126249338,0.0007374579684674526,2025-01-01,0
2026-01-29,0.010568931364885913,0.0011507558453547925,2025-01-01,1
2026-01-30,-0.0009244693002839298,0.0008899500644266692,2025-01-01,0
2026-02-02,0.00502951738575917,-0.0032080954000310554,2025-01-01,0
2026-02-03,0.001117779392314937,-0.0029529074240505085,2025-01-01,0
2026-02-04,-0.029733983950121657,-0.00022885168687356675,2025-01-01,1
2026-02-05,-0.010793463544474257,-0.0010364644665456317,2025-01-01,1
2026-02-06,0.012173881093621938,-0.004888278307935034,2025-01-01,0
2026-02-09,0.027991929642859473,0.0038264933374628917,2025-01-01,1
2026-02-10,-3.0240591689986254e-05,-0.000334005488655193,2025-01-01,1
2026-02-11,-0.022549200438875035,-0.001529959105401978,2025-01-01,1
2026-02-12,-0.017672103407146117,0.00022001096628311296,2025-01-01,0
2026-02-13,0.0016131500932123277,-0.002637814429382878,2025-01-01,0
2026-02-16,0.008167677462134312,0.00040006711162074167,2025-01-01,1
2026-02-17,0.022016549120504755,-0.0007010048449256758,2025-01-01,0
2026-02-18,0.005580451719143128,-0.000721485167554776,2025-01-01,0
2026-02-19,-0.013189150511526993,0.0014887664042732593,2025-01-01,0
2026-02-20,0.046737841777490755,-0.0015243910475070139,2025-01-01,0
2026-02-23,0.016022723629516365,0.001725637244030681,2025-01-01,1
2026-02-24,-0.003612314129668693,-0.002052277631556462,2025-01-01,1
2026-02-25,0.0564315109374855,-8.103057016005833e-05,2025-01-01,0
2026-02-26,0.02357994606567259,0.003805723078671721,2025-01-01,1
2026-02-27,0.008891435870853599,-0.0014566473845507937,2025-01-01,0
2026-03-02,-0.016163230716226037,-0.0016739845225163248,2025-01-01,1
2026-03-03,-0.04834073655367921,-0.0018922456980061588,2025-01-01,1
2026-03-04,0.015020672492312951,-0.0033215072236784057,2025-01-01,0
2026-03-05,-0.026791222658673963,0.0009997739759996858,2025-01-01,0
2026-03-06,-0.03030022755480781,-0.0026873976490544606,2025-01-01,1
2026-03-09,-0.029444667194515224,-0.002192891079828333,2025-01-01,1
2026-03-10,0.05207205997461351,0.0015563747067830428,2025-01-01,1
2026-03-11,-0.016963023532951756,-0.0003002477181147372,2025-01-01,1
2026-03-12,-0.04360753074959698,-0.0009408064863849948,2025-01-01,1
2026-03-13,-0.020251625468829616,-0.0015965770588607978,2025-01-01,1
2026-03-16,0.0023775220179227284,-0.00130896756229634,2025-01-01,0
2026-03-17,0.012509076865420733,0.0024696384541755424,2025-01-01,1
2026-03-18,0.0012762871729165366,0.00019060972428165581,2025-01-01,1
2026-03-19,-0.04721104644654175,-0.0025181002783782338,2025-01-01,1
2026-03-20,-0.021013362734326378,-0.0029981102137192116,2025-01-01,1
2026-03-23,0.019040118746452415,-0.002797535866857082,2025-01-01,0
2026-03-24,0.01232104837910192,-0.0006288732092195488,2025-01-01,0
2026-03-25,0.03720667156912979,-7.017907940037849e-05,2025-01-01,0
2026-03-26,-0.032971339122681916,0.0016025748491186203,2025-01-01,0
2026-03-27,-0.017218738958075203,-0.0035733565758796246,2025-01-01,1
2026-03-30,-0.017858494592809,-0.00010888819926630682,2025-01-01,1
2026-03-31,0.021389688563347775,-0.000963962423354055,2025-01-01,0
2026-04-01,0.06279624447583423,0.00456807795846719,2025-01-01,1
2026-04-02,0.005813993937871868,-0.0013629464362722634,2025-01-01,0
2026-04-03,-0.000844875502271161,-0.0004987764233823446,2025-01-01,1
2026-04-06,-0.000844875502271161,-0.0006779519238535269,2025-01-01,1
2026-04-07,-0.004058161269003681,0.0016571037395419963,2025-01-01,0
2026-04-08,0.09666375779680518,0.0004719662379702908,2025-01-01,1
2026-04-09,-0.010840392541782623,0.0015450540775525405,2025-01-01,0
2026-04-10,0.015781519552960338,-8.794610047937806e-05,2025-01-01,0
2026-04-13,0.02149667358490628,-0.00021823737651193478,2025-01-01,0
2026-04-14,0.022473363286093326,0.0025076887434339187,2025-01-01,1
2026-04-15,-0.006666590375847211,0.0013369083613229372,2025-01-01,0
2026-04-16,-0.0006005675216083993,-0.0008613500847459934,2025-01-01,1
2026-04-17,0.033220382752356684,0.0008453337428217549,2025-01-01,1
2026-04-20,-0.010888579620972515,0.0009372280462612604,2025-01-01,0
2026-04-21,-0.010377211070515155,-0.0010851120918050953,2025-01-01,1
2026-04-22,0.0028138924949111244,-0.0016471072403572563,2025-01-01,0
2026-04-23,-0.013287399227868054,0.0016565494364206438,2025-01-01,0
2026-04-24,-0.02111188681267423,-0.00131468574092452,2025-01-01,1
2026-04-27,-0.006567893522730389,-0.000844473614992197,2025-01-01,1
2026-04-28,-0.019746661304792846,0.0004694187889109253,2025-01-01,0
2026-04-29,-0.004633100530198143,3.241410475549744e-05,2025-01-01,0
2026-04-30,0.010333171932532397,-0.001507588224818984,2025-01-01,0
2026-05-01,-0.02051777797589704,-0.00020022156885710654,2025-01-01,1
2026-05-04,-0.000844875502271161,-0.0020896130328009314,2025-01-01,1
2026-05-05,-0.011140429080097478,-0.001562434505621615,2025-01-01,1
2026-05-06,-0.0027558218741871024,0.0010028692036264065,2025-01-01,0
2026-05-07,0.026265765624438532,0.0022856213763824814,2025-01-01,1
2026-05-08,-0.018063871264974052,-0.0026307170497292614,2025-01-01,1
2026-01-02,-0.014519543546277974,-0.0017533999535359957,2026-01-01,1
2026-01-05,-0.018920053198770968,0.0012646131156084101,2026-01-01,0
2026-01-06,0.008657532348872274,0.00338004150085596,2026-01-01,1
2026-01-07,-0.005165393351202485,7.700460139640338e-05,2026-01-01,0
2026-01-08,0.007544295652762563,-0.0030677673320987794,2026-01-01,0
2026-01-09,-0.0009503978295139246,3.7733554668570174e-05,2026-01-01,0
2026-01-12,0.010912456268257787,0.00016419514570311576,2026-01-01,1
2026-01-13,-0.0013186439186112994,0.002299326140537437,2026-01-01,0
2026-01-14,0.021697384065371045,0.0012417056676279666,2026-01-01,1
2026-01-15,-0.002872690871318927,0.0015724849315127646,2026-01-01,0
2026-01-16,0.024794918882450407,-0.0011538497544915207,2026-01-01,0
2026-01-19,-0.014847009719580834,-0.0020655007565761815,2026-01-01,1
2026-01-20,-0.021659931961595328,-0.0013198412963586943,2026-01-01,1
2026-01-21,-0.006764942743825138,-0.0017110577857937148,2026-01-01,1
2026-01-22,0.03423202545236643,0.0028111372081023422,2026-01-01,1
2026-01-23,0.002411609233955845,-0.000640309550257462,2026-01-01,0
2026-01-26,0.01659375885443781,0.0009862388952385694,2026-01-01,1
2026-01-27,0.033597653626608694,0.0003857206452001766,2026-01-01,1
2026-01-28,-0.010554768126249338,0.0015011730916353828,2026-01-01,0
2026-01-29,0.010568931364885913,0.0019087523052918963,2026-01-01,1
2026-01-30,-0.0009244693002839298,0.002137141209116269,2026-01-01,0
2026-02-02,0.00502951738575917,-0.004752286820371041,2026-01-01,0
2026-02-03,0.001117779392314937,-0.002932817470393676,2026-01-01,0
2026-02-04,-0.029733983950121657,0.0010272059493567783,2026-01-01,0
2026-02-05,-0.010793463544474257,-0.001247390179532075,2026-01-01,1
2026-02-06,0.012173881093621938,-0.004908526752439925,2026-01-01,0
2026-02-09,0.027991929642859473,0.0053620157361750605,2026-01-01,1
2026-02-10,-3.0240591689986254e-05,-6.402009729748421e-05,2026-01-01,1
2026-02-11,-0.022549200438875035,-0.00198777419987904,2026-01-01,1
2026-02-12,-0.017672103407146117,0.001042600255464417,2026-01-01,0
2026-02-13,0.0016131500932123277,-0.003330759986561627,2026-01-01,0
2026-02-16,0.008167677462134312,0.0006224496212554062,2026-01-01,1
2026-02-17,0.022016549120504755,-0.0002939943478680877,2026-01-01,0
2026-02-18,0.005580451719143128,-0.0010639981393268654,2026-01-01,0
2026-02-19,-0.013189150511526993,0.0023627718390396195,2026-01-01,0
2026-02-20,0.046737841777490755,-0.0013551122131333865,2026-01-01,0
2026-02-23,0.016022723629516365,0.003074854068043896,2026-01-01,1
2026-02-24,-0.003612314129668693,-0.0016732716424612134,2026-01-01,1
2026-02-25,0.0564315109374855,0.0006463396853381826,2026-01-01,1
2026-02-26,0.02357994606567259,0.005183698780733042,2026-01-01,1
2026-02-27,0.008891435870853599,-0.0016606724213062845,2026-01-01,0
2026-03-02,-0.016163230716226037,-0.0020379266377927472,2026-01-01,1
2026-03-03,-0.04834073655367921,-0.0014157499896662589,2026-01-01,1
2026-03-04,0.015020672492312951,-0.003900911235099095,2026-01-01,0
2026-03-05,-0.026791222658673963,0.0020257104166217024,2026-01-01,0
2026-03-06,-0.03030022755480781,-0.003195308953347259,2026-01-01,1
2026-03-09,-0.029444667194515224,-0.0017751113368728,2026-01-01,1
2026-03-10,0.05207205997461351,0.003247907955205169,2026-01-01,1
2026-03-11,-0.016963023532951756,-8.725466603429872e-05,2026-01-01,1
2026-03-12,-0.04360753074959698,-0.0004410334435080328,2026-01-01,1
2026-03-13,-0.020251625468829616,-0.0019375352548455197,2026-01-01,1
2026-03-16,0.0023775220179227284,-0.0009354771256854988,2026-01-01,0
2026-03-17,0.012509076865420733,0.0037679866756287943,2026-01-01,1
2026-03-18,0.0012762871729165366,0.00031358785671173556,2026-01-01,1
2026-03-19,-0.04721104644654175,-0.0030980845824782476,2026-01-01,1
2026-03-20,-0.021013362734326378,-0.0024106615919174046,2026-01-01,1
2026-03-23,0.019040118746452415,-0.002952051573545648,2026-01-01,0
2026-03-24,0.01232104837910192,0.0007185268389265193,2026-01-01,1
2026-03-25,0.03720667156912979,0.00023937000988459177,2026-01-01,1
2026-03-26,-0.032971339122681916,0.0021403948138824483,2026-01-01,0
2026-03-27,-0.017218738958075203,-0.004058721007354622,2026-01-01,1
2026-03-30,-0.017858494592809,0.0009543118979547353,2026-01-01,0
2026-03-31,0.021389688563347775,-0.000754091328017778,2026-01-01,0
2026-04-01,0.06279624447583423,0.0060187413067375566,2026-01-01,1
2026-04-02,0.005813993937871868,-0.0012970310136204168,2026-01-01,0
2026-04-03,-0.000844875502271161,-0.0006010922074034605,2026-01-01,1
2026-04-06,-0.000844875502271161,-0.00024356168805040403,2026-01-01,1
2026-04-07,-0.004058161269003681,0.0024893309269156737,2026-01-01,0
2026-04-08,0.09666375779680518,0.0013344200202224682,2026-01-01,1
2026-04-09,-0.010840392541782623,0.0020618939657075057,2026-01-01,0
2026-04-10,0.015781519552960338,0.0007516194130334161,2026-01-01,1
2026-04-13,0.02149667358490628,0.000115968907736688,2026-01-01,1
2026-04-14,0.022473363286093326,0.003765477784070843,2026-01-01,1
2026-04-15,-0.006666590375847211,0.0015708367946787956,2026-01-01,0
2026-04-16,-0.0006005675216083993,-0.0005525900393959486,2026-01-01,1
2026-04-17,0.033220382752356684,0.0010850068396217436,2026-01-01,1
2026-04-20,-0.010888579620972515,0.001209728864855104,2026-01-01,0
2026-04-21,-0.010377211070515155,-0.0007240173479658837,2026-01-01,1
2026-04-22,0.0028138924949111244,-0.002054517929434553,2026-01-01,0
2026-04-23,-0.013287399227868054,0.0027757427796533175,2026-01-01,0
2026-04-24,-0.02111188681267423,-0.0010285083627651049,2026-01-01,1
2026-04-27,-0.006567893522730389,-1.5252020693383079e-05,2026-01-01,1
2026-04-28,-0.019746661304792846,0.0010496449161904035,2026-01-01,0
2026-04-29,-0.004633100530198143,0.00033130852481874374,2026-01-01,0
2026-04-30,0.010333171932532397,-0.0007849856477685315,2026-01-01,0
2026-05-01,-0.02051777797589704,0.00011063710022715517,2026-01-01,0
2026-05-04,-0.000844875502271161,-0.0024000607183304466,2026-01-01,1
2026-05-05,-0.011140429080097478,-0.0021729027761692413,2026-01-01,1
2026-05-06,-0.0027558218741871024,0.00245448226910082,2026-01-01,0
2026-05-07,0.026265765624438532,0.0034202454748169615,2026-01-01,1
2026-05-08,-0.018063871264974052,-0.0030118180783556972,2026-01-01,1
